"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR580","NA","","Sacramento Municipal Utility District (SMUD)","Sacramento Municipal Utility District (SMUD)","Tollenaar Holsteins Dairy Manure Anaerobic Digester","","","LRQA  Americas Sustainability, Inc. (Formerly RMA)","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Sacramento County","CALIFORNIA","US","","","","3691","02/25/2010","02/15/2013","View","View","",
"CAR448","NA","","3Degrees Group, Inc","3Degrees Group, Inc","Tri-Community Recycling and Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Fort Fairfield, ME","MAINE","US","","","","4091","05/18/2009","10/06/2011","View","View","",
"CAR1046","CAFR5076","","Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.","Trinity Timberlands University Hill Improved Forest Management Project","Trinity Timberlands LLC","Forest Carbon Partners, L.P.","","Improved Forest Management - ARB Compliance","Completed","Terminated","Trinity County","CALIFORNIA","US","","","Project terminated due to an unintentional reversal","847895","07/09/2014","04/30/2015","View","View","www.forestcarbonpartners.com",
"CAR491","NA","","Three Rivers Solid Waste Management Authority","Three Rivers Solid Waste Management Authority","TRR Landfill","","","NSF Certification LLC","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","pontotoc county near the city of pontotoc","MISSISSIPPI","US","","","","164002","01/15/2010","01/03/2011","View","View","",
"CAR1216","CAFR5316","","The Conservation Fund","The Conservation Fund","Twin Lakes Forest Project","The Conservation Fund","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Iron County, Wisconsin","WISCONSIN","US","","","Project is not moving forward","","10/30/2015","","View","View","",
"CAR1337","CALS6337","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Two Fiets Digester","Two Fiets","Maas Energy Works","","Livestock - ARB Compliance","Registered","Active ARB Project","Tipton CA","CALIFORNIA","US","","","","10562","03/24/2020","08/20/2020","View","View","",
"CAR620","NA","","Republic Services of North Carolina, LLC","Republic Services of North Carolina, LLC","Upper Piedmont Landfill","","","SCS Global Services","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Person County","NORTH CAROLINA","US","","","","72567","04/08/2010","10/18/2011","View","View","",
"CAR782","NA","","Republic Services of Kentucky, LLC","Republic Services of Kentucky, LLC","Upstate Regional Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Enoree","SOUTH CAROLINA","US","","","","391511","11/18/2010","05/22/2013","View","View","",
"CAR730","NA","","Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC","Usal Redwood Forest","","","","Improved Forest Management","Completed","Not ARB Eligible","Mendocino County","CALIFORNIA","US","","","","3918782","08/03/2010","10/28/2015","View","View","www.rffi.org",
"CAR1139","CAFR5281","","Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC","Usal Redwood Forest - IFM","Usal Redwood Forest Company LLC","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","1742510","02/27/2015","12/08/2016","View","View","www.rffi.org",
"CAR1439","NA","CARC1431","SENDAS AC","Valle Odiyana","Valle Odiyana","","","Asociacion de Normalizacion y Certificacion, A.C.","Forestry - MX","Listed","Not ARB Eligible","Ayahualulco","VERACRUZ","MX","","","","","07/22/2020","","View","View","",
"CAR577","NA","","Biothermica Coal Carbon Inc.","Biothermica Coal Carbon Inc.","VAMOX® Demonstration Project at JWR Shaft No. 4-9","","","","Coal Mine Methane - VAM","Completed","Not ARB Eligible","BROOKWOOD","ALABAMA","US","","","","80766","01/28/2010","06/01/2010","View","View","www.biothermica.com",
"CAR1141","CAFR5171","","Fred M Van Eck Forest Foundation for Purdue University","Fred M Van Eck Forest Foundation for Purdue University","Van Eck Forest","Fred M Van Eck Forest Foundation for Purdue University","The Pacific Forest Trust","Ruby Canyon Environmental, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt County","CALIFORNIA","US","","","Reported under CAR101 prior to transition to the ARB Compliance Offset Protocol","10433","02/27/2015","01/28/2019","View","View","",
"CAR1396","NA","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Van Steyn Dairy Digester","Maas Energy Works","","","Livestock Gas Capture/Combustion","Registered","Not ARB Eligible","Sacramento County","CALIFORNIA","US","","","This is CAR1245 reporting as a voluntary project for one reporting period","3476","03/13/2020","06/02/2020","View","View","",
"CAR1245","CALS5345","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","Van Steyn Dairy Digester","Maas Energy Works","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Sacramento County","CALIFORNIA","US","","","","8414","11/15/2016","02/24/2018","View","View","",
"CAR1064","CALS5060","","NativeEnergy, a Public Benefit Corporation","NativeEnergy, a Public Benefit Corporation","Van-Erk Dairy Digester Project","Van-Erk Dairy, LLC","NativeEnergy, Inc.","","Livestock - ARB Compliance","Registered","Active ARB Project","Haviland","OHIO","US","","","Reported under CAR890 prior to transition to the ARB Compliance Offset Protocol","10076","05/09/2014","01/21/2015","View","View","",
"CAR949","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Vander Haak Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Whatcom County; Lynden","WASHINGTON","US","","","","3639","12/23/2011","07/16/2014","View","View","",
"CAR1101","CALS5101","","ClimeCo LLC","ClimeCo LLC","Vander Haak Dairy COP","ClimeCo Corporation","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Lynden, Washington","WASHINGTON","US","","","","9199","12/18/2014","10/28/2016","View","View","",
"CAR944","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Vanderhyde Dairy","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Chatham, VA","VIRGINIA","US","","","","22251","01/12/2012","02/27/2013","View","View","",
"CAR1146","CALS5176","","Camco Offsets I, LLC","Camco Offsets I, LLC","Vanderhyde Dairy","Dairy Energy, Inc.","Camco Offsets I, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","269 Van Der Hyde Dairy Rd, Chatham, VA 24531","VIRGINIA","US","","","","26642","02/25/2015","06/30/2016","View","View","",
"CAR793","NA","","Verdeo McElroy LLC","Verdeo McElroy LLC","Verdeo McElroy VAM Abatement Project","","","","Coal Mine Methane - VAM","Completed","Not ARB Eligible","McElroy Mine, Cameron, Marshall County","WEST VIRGINIA","US","","","","197411","12/30/2010","02/07/2013","View","View","www.sindicatum.com/verdeo",
"CAR1265","CALS5365","","Philip Verwey Farms","Philip Verwey Farms","Verwey Hanford Dairy Digester","Philip Verwey Farms","Ag Methane Advisors, LLC","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Kings County","CALIFORNIA","US","","","","130921","06/21/2017","03/14/2018","View","View","",
"CAR1291","CALS5391","","Philip Verwey Farms","Philip Verwey Farms","Verwey Madera Dairy Digester","Philip Verwey Dairy, Inc.","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Registered","Active ARB Project","Madera County","CALIFORNIA","US","","","","33561","02/05/2018","08/03/2020","View","View","",
"CAR1398","NA","","The Climate Trust","The Nature Conservancy","Veseth and Veseth Ranch","","","","Avoided Grassland Conversion","Listed","Not ARB Eligible","Phillips County","MONTANA","US","","","","","03/09/2020","","View","View","",
"CAR1160","CAFR5160","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Clifton Farm","The Nature Conservancy","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell and Tazewell Counties, Virginia; near Rosedale","VIRGINIA","US","","","Reported under CAR686 prior to transition to the ARB Compliance Offset Protocol","85135","02/27/2015","10/04/2017","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR686","NA","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Clifton Farm","The Nature Conservancy","","","Improved Forest Management","Transitioned","Not ARB Eligible","Russell & Tazewell Counties; near Rosedale","VIRGINIA","US","","","","88497","10/01/2010","05/21/2013","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR696","NA","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Rich Mountain","The Nature Conservancy","","Environmental Services, Inc.","Improved Forest Management","Transitioned","Not ARB Eligible","Russell & Washington Counties, NW of Saltville","VIRGINIA","US","","","","197247","10/01/2010","05/20/2013","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR1159","CAFR5159","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Rich Mountain","The Nature Conservancy","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Washington and Russell Counties, Virginia; near Saltville","VIRGINIA","US","","","","145774","02/27/2015","10/04/2017","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR697","NA","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Tazewell - Elk Garden","","","","Improved Forest Management","Transitioned","Not ARB Eligible","Russell, Washington, and Tazewell Co. near Tazewel","VIRGINIA","US","","","","295364","10/01/2010","06/19/2014","View","View","www.nature.org/wherewework/northamerica/states/virginia/",
"CAR1147","CAFR5147","","The Nature Conservancy","The Nature Conservancy","Virginia Conservation Forestry Program - Tazewell - Elk Garden","The Nature Conservancy","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell, Washington, and Tazewell Counties, Virginia","VIRGINIA","US","","","Reported under CAR697 prior to transition to the ARB Compliance Offset Protocol","249891","02/27/2015","01/10/2018","View","View","http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml",
"CAR1032","CAFR5037","","The Nature Conservancy","The Nature Conservancy","Virginia Highlands I","CF Highlands, LLC","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Russell, Buchanan and Dickenson Counties; southwestern Virginia","VIRGINIA","US","","","","348490","01/02/2014","01/24/2015","View","View","",
"CAR436","NA","","Scott Solid Waste Disposal Company","Scott Solid Waste Disposal Company","Volunteer Regional Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","Oneida","TENNESSEE","US","","","","579528","05/05/2009","10/13/2009","View","View","",
"CAR989","CALS5019","","WTE-Wakker, LLC","WTE-Wakker, LLC","Wakker Digester","WTE-Wakker, LLC","None","","Livestock - ARB Compliance","Registered","Active ARB Project","Keewaunee","WISCONSIN","US","","","","46675","08/12/2013","03/19/2015","View","View","",
"CAR1206","CAFR5306","","The Conservation Fund","The Conservation Fund","Wapiti Woods I","Wapiti Woods, LLC","The Conservation Fund","","Improved Forest Management - ARB Compliance","Registered","Active Registry Project","Logan and Mingo Counties","WEST VIRGINIA","US","","","","322548","10/28/2015","12/10/2018","View","View","",
"CAR1186","CAFR5286","","The Conservation Fund","The Conservation Fund","Wapiti Woods II","Wapiti Woods, LLC","The Conservation Fund","","Improved Forest Management - ARB Compliance","Completed","Inactive","Lincoln County","WEST VIRGINIA","US","","","","","10/22/2015","","View","View","",
"CAR1008","NA","","Washington Beef, LLC","Washington Beef, LLC","Washington Beef LLC Greenhouse Gas and Solids Reduction Project","","","","Organic Waste Digestion","Registered","Not ARB Eligible","Yakima County","WASHINGTON","US","","","","139289","07/18/2013","08/05/2014","View","View","",
"CAR450","NA","","Camco International Group, Inc.","Camco International Group, Inc.","West River Farm Anaerobic Digester Project","Camco International Group, Inc.","N/A","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Morris","MINNESOTA","US","","","","116445","05/15/2009","04/22/2010","View","View","NA",
"CAR1126","CALS5126","","Camco Offsets I, LLC","Camco Offsets I, LLC","West River Farm Anaerobic Digester Project","Riverview, LLP","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Morris","MINNESOTA","US","","","","60461","02/04/2015","03/17/2016","View","View","",
"CAR1315","CALS6315","","California Bioenergy, LLC","California Bioenergy, LLC","West Star North Dairy","ABEC #2 LLC","California Bioenergy LLC","Ruby Canyon Environmental, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Buttonwillow","CALIFORNIA","US","","","","49839","09/05/2018","09/04/2019","View","View","http://calbioenergy.com/",
"CAR1471","NA","","Radicle Group Inc.","Radicle Group Inc.","Westman Grasslands Project","","","","Canada Grassland","Listed","Not ARB Eligible","County of Vermillion River","ALBERTA","CA","","","","","05/25/2021","","View","View","",
"CAR1157","CALS5157","","Camco Offsets I, LLC","Camco Offsets I, LLC","WestPoint Dairy Digester","Environmental Products and Technologies Corporation","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Wendell","IDAHO","US","","","","","02/27/2015","","View","View","",
"CAR1404","CAFR6404","","Sierra Pacific Industries","Sierra Pacific Industries","Wetsel","Sierra Pacific Industries","None","","Improved Forest Management - ARB Compliance","Completed","Proposed Project","El Dorado and Amador Counties","CALIFORNIA","US","","","Combined into CAR1409 moving forward","","08/17/2020","","View","View","",
"CAR1158","CALS5158","","Camco Offsets I, LLC","Camco Offsets I, LLC","Whitesides Dairy Digester","Environmental Products and Technologies Corporation","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Rupert","IDAHO","US","","","","","02/27/2015","","View","View","",
"CAR885","NA","","Environmental Credit Corp.","Environmental Credit Corp.","Will-O-Crest Farms Livestock Project","Environmental Credit Corp.","N/A","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Ontario County","NEW YORK","US","","","","2376","10/06/2011","09/21/2012","View","View","",
"CAR977","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Willet Dairy","Camco International Group, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","King Ferry, NY","NEW YORK","US","","","","27688","12/03/2012","07/16/2014","View","View","",
"CAR661","NA","","Coastal Ridges LLC","Coastal Ridges LLC","Willits Woods","Coastal Ridges LLC.","N/A","","Improved Forest Management","Completed","Not ARB Eligible","Western Mendocino County, near Willits, CA","CALIFORNIA","US","","","","1500839","07/30/2010","06/08/2012","View","View","",
